Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Goals
17/18,LaLiga,19,1/14/18,A,FC Barcelona,Real Sociedad,Loss,SS,85,02:04:00,Direct free kick,NA,530
17/18,LaLiga,20,1/21/18,A,FC Barcelona,Real Betis Balompie,Loss,SS,64,00:02:00,Left-footed shot,Sergio Busquets,531
17/18,LaLiga,20,1/21/18,A,FC Barcelona,Real Betis Balompie,Loss,SS,80,00:04:00,Left-footed shot,Luis Suarez,532
17/18,Copa del Rey,Quarter-Finals,1/25/18,H,FC Barcelona,RCD Espanyol Barcelona,Win,SS,25,02:00:00,Deflected shot on goal,NA,533
17/18,LaLiga,21,1/28/18,H,FC Barcelona,Deportivo Alaves,Win,SS,84,02:01:00,Direct free kick,NA,534
17/18,UEFA Champions League,last 16,2/20/18,A,FC Barcelona,Chelsea FC,Loss,SS,75,01:01:00,Left-footed shot,Andres Iniesta,535
17/18,LaLiga,25,2/24/18,H,FC Barcelona,Girona FC,Win,SS,30,02:01:00,Left-footed shot,Luis Suarez,536
17/18,LaLiga,25,2/24/18,H,FC Barcelona,Girona FC,Win,SS,36,03:01:00,Direct free kick,NA,537
17/18,LaLiga,26,03-01-2018,A,FC Barcelona,UD Las Palmas,Loss,SS,21,00:01:00,Direct free kick,NA,538
17/18,LaLiga,27,03-04-2018,H,FC Barcelona,Atletico de Madrid,Win,SS,26,01:00:00,Direct free kick,NA,539
17/18,UEFA Champions League,last 16,3/14/18,H,FC Barcelona,Chelsea FC,Win,SS,3,01:00:00,Right-footed shot,Luis Suarez,540
17/18,UEFA Champions League,last 16,3/14/18,H,FC Barcelona,Chelsea FC,Win,SS,63,03:00:00,Left-footed shot,Luis Suarez,541
17/18,LaLiga,29,3/18/18,H,FC Barcelona,Athletic Bilbao,Win,SS,30,02:00:00,Left-footed shot,Ousmane Dembele,542
17/18,LaLiga,30,3/31/18,A,FC Barcelona,Sevilla FC,Loss,RW,89,02:02:00,Left-footed shot,Philippe Coutinho,543
17/18,LaLiga,31,04-07-2018,H,FC Barcelona,CD Leganes,Win,SS,27,01:00:00,Direct free kick,NA,544
17/18,LaLiga,31,04-07-2018,H,FC Barcelona,CD Leganes,Win,SS,32,02:00:00,Left-footed shot,Philippe Coutinho,545
17/18,LaLiga,31,04-07-2018,H,FC Barcelona,CD Leganes,Win,SS,87,03:01:00,Left-footed shot,Ousmane Dembele,546
17/18,Copa del Rey,Final,4/21/18,A,FC Barcelona,Sevilla FC,Loss,SS,31,00:02:00,Left-footed shot,Jordi Alba,547
17/18,LaLiga,35,4/29/18,A,FC Barcelona,Deportivo de La Coruaa,Loss,CF,38,00:02:00,Left-footed shot,Luis Suarez,548
17/18,LaLiga,35,4/29/18,A,FC Barcelona,Deportivo de La Coruaa,Loss,CF,82,02:03:00,Right-footed shot,Luis Suarez,549
17/18,LaLiga,35,4/29/18,A,FC Barcelona,Deportivo de La Coruaa,Loss,CF,85,02:04:00,Left-footed shot,Luis Suarez,550
17/18,LaLiga,36,05-06-2018,H,FC Barcelona,Real Madrid,Win,SS,52,02:01:00,Left-footed shot,Luis Suarez,551
17/18,LaLiga,34,05-09-2018,H,FC Barcelona,Villarreal CF,Win,CF,45,03:00:00,Left-footed shot,Andres Iniesta,552
18/19,LaLiga,1,8/18/18,H,FC Barcelona,Deportivo Alaves,Win,RW,64,01:00:00,Direct free kick,NA,553
18/19,LaLiga,1,8/18/18,H,FC Barcelona,Deportivo Alaves,Win,RW,90+2,03:00:00,Left-footed shot,Luis Suarez,554
18/19,LaLiga,3,09-02-2018,H,FC Barcelona,SD Huesca,Win,RW,16,01:01:00,Right-footed shot,Ivan Rakitic,555
18/19,LaLiga,3,09-02-2018,H,FC Barcelona,SD Huesca,Win,RW,61,06:02:00,Left-footed shot,Philippe Coutinho,556
18/19,UEFA Champions League,Group Stage,9/18/18,H,FC Barcelona,PSV Eindhoven,Win,RW,31,01:00:00,Direct free kick,NA,557
18/19,UEFA Champions League,Group Stage,9/18/18,H,FC Barcelona,PSV Eindhoven,Win,RW,77,03:00:00,Left-footed shot,Ivan Rakitic,558
18/19,UEFA Champions League,Group Stage,9/18/18,H,FC Barcelona,PSV Eindhoven,Win,RW,87,04:00:00,Right-footed shot,Luis Suarez,559
18/19,LaLiga,5,9/23/18,H,FC Barcelona,Girona FC,Win,RW,19,01:00:00,Left-footed shot,Arturo Vidal,560
18/19,UEFA Champions League,Group Stage,10-03-2018,A,FC Barcelona,Tottenham Hotspur,Loss,RW,56,01:03:00,Left-footed shot,Jordi Alba,561
18/19,UEFA Champions League,Group Stage,10-03-2018,A,FC Barcelona,Tottenham Hotspur,Loss,RW,90,02:04:00,Left-footed shot,Jordi Alba,562
18/19,LaLiga,8,10-07-2018,A,FC Barcelona,Valencia CF,Loss,RW,23,01:01:00,Left-footed shot,Luis Suarez,563
18/19,LaLiga,9,10/20/18,H,FC Barcelona,Sevilla FC,Win,RW,12,02:00:00,Left-footed shot,Luis Suarez,564
18/19,LaLiga,12,11-11-2018,H,FC Barcelona,Real Betis Balompie,Win,SS,68,01:02:00,Penalty,NA,565
18/19,LaLiga,12,11-11-2018,H,FC Barcelona,Real Betis Balompie,Win,SS,90+4,03:04:00,Left-footed shot,Arturo Vidal,566
18/19,UEFA Champions League,Group Stage,11/28/18,A,FC Barcelona,PSV Eindhoven,Loss,CF,61,00:01:00,Left-footed shot,Ousmane Dembele,567
18/19,LaLiga,15,12-08-2018,A,FC Barcelona,RCD Espanyol Barcelona,Loss,RW,17,00:01:00,Direct free kick,NA,568
18/19,LaLiga,15,12-08-2018,A,FC Barcelona,RCD Espanyol Barcelona,Loss,RW,65,00:04:00,Direct free kick,NA,569
18/19,LaLiga,16,12/16/18,A,FC Barcelona,Levante UD,Loss,SS,43,00:02:00,Right-footed shot,Sergio Busquets,570
18/19,LaLiga,16,12/16/18,A,FC Barcelona,Levante UD,Loss,SS,47,00:03:00,Left-footed shot,NA,571
18/19,LaLiga,16,12/16/18,A,FC Barcelona,Levante UD,Loss,SS,60,00:04:00,Left-footed shot,Arturo Vidal,572
18/19,LaLiga,17,12/22/18,H,FC Barcelona,Celta de Vigo,Win,RW,45,02:00:00,Left-footed shot,Jordi Alba,573
18/19,LaLiga,18,01-06-2019,A,FC Barcelona,Getafe CF,Loss,RW,20,00:01:00,Left-footed shot,NA,574
18/19,LaLiga,19,1/13/19,H,FC Barcelona,SD Eibar,Win,RW,53,02:00:00,Left-footed shot,Luis Suarez,575
18/19,Copa del Rey,last 16,1/17/19,H,FC Barcelona,Levante UD,Win,CF,54,03:00:00,Left-footed shot,Nelson Semedo,576
18/19,LaLiga,20,1/20/19,H,FC Barcelona,CD Leganes,Win,SS,90+2,03:01:00,Right-footed shot,Jordi Alba,577
18/19,LaLiga,21,1/27/19,A,FC Barcelona,Girona FC,Loss,RW,69,00:02:00,Left-footed shot,Jordi Alba,578
18/19,Copa del Rey,Quarter-Finals,1/30/19,H,FC Barcelona,Sevilla FC,Win,RW,90+2,06:01:00,Left-footed shot,Jordi Alba,579
18/19,LaLiga,22,02-02-2019,H,FC Barcelona,Valencia CF,Win,RW,39,01:02:00,Penalty,NA,580
18/19,LaLiga,22,02-02-2019,H,FC Barcelona,Valencia CF,Win,RW,64,02:02:00,Left-footed shot,Arturo Vidal,581
18/19,LaLiga,24,2/16/19,H,FC Barcelona,Real Valladolid CF,Win,RW,43,01:00:00,Penalty,NA,582
18/19,LaLiga,25,2/23/19,A,FC Barcelona,Sevilla FC,Loss,RW,26,01:01:00,Left-footed shot,Ivan Rakitic,583
18/19,LaLiga,25,2/23/19,A,FC Barcelona,Sevilla FC,Loss,RW,67,02:02:00,Right-footed shot,Ousmane Dembele,584
18/19,LaLiga,25,2/23/19,A,FC Barcelona,Sevilla FC,Loss,RW,85,02:03:00,Left-footed shot,NA,585
18/19,LaLiga,27,03-09-2019,H,FC Barcelona,Rayo Vallecano,Win,RW,51,02:01:00,Penalty,NA,586
18/19,UEFA Champions League,last 16,3/13/19,H,FC Barcelona,Olympique Lyon,Win,RW,18,01:00:00,Penalty,NA,587
18/19,UEFA Champions League,last 16,3/13/19,H,FC Barcelona,Olympique Lyon,Win,RW,78,03:01:00,Right-footed shot,Sergio Busquets,588
18/19,LaLiga,28,3/17/19,A,FC Barcelona,Real Betis Balompie,Loss,SS,18,00:01:00,Direct free kick,NA,589
18/19,LaLiga,28,3/17/19,A,FC Barcelona,Real Betis Balompie,Loss,SS,45+2,00:02:00,Left-footed shot,Luis Suarez,590
18/19,LaLiga,28,3/17/19,A,FC Barcelona,Real Betis Balompie,Loss,SS,85,01:04:00,Left-footed shot,Ivan Rakitic,591
18/19,LaLiga,29,3/30/19,H,FC Barcelona,RCD Espanyol Barcelona,Win,RW,71,01:00:00,Direct free kick,NA,592
18/19,LaLiga,29,3/30/19,H,FC Barcelona,RCD Espanyol Barcelona,Win,RW,89,02:00:00,Left-footed shot,Malcom,593
18/19,LaLiga,30,04-02-2019,A,FC Barcelona,Villarreal CF,Loss,RW,90,04:03:00,Direct free kick,NA,594
18/19,LaLiga,31,04-06-2019,H,FC Barcelona,Atletico de Madrid,Win,SS,87,02:00:00,Left-footed shot,NA,595
18/19,UEFA Champions League,Quarter-Finals,4/16/19,H,FC Barcelona,Manchester United,Win,RW,16,01:00:00,Left-footed shot,NA,596
18/19,UEFA Champions League,Quarter-Finals,4/16/19,H,FC Barcelona,Manchester United,Win,RW,20,02:00:00,Right-footed shot,NA,597
18/19,LaLiga,35,4/27/19,H,FC Barcelona,Levante UD,Win,RW,62,01:00:00,Left-footed shot,Arturo Vidal,598
18/19,UEFA Champions League,Semi-Finals,05-01-2019,H,FC Barcelona,Liverpool FC,Win,RW,75,02:00:00,Left-footed shot,Luis Suarez,599
18/19,UEFA Champions League,Semi-Finals,05-01-2019,H,FC Barcelona,Liverpool FC,Win,RW,82,03:00:00,Direct free kick,NA,600
18/19,LaLiga,38,5/19/19,A,FC Barcelona,SD Eibar,Loss,CF,31,01:01:00,Left-footed shot,Arturo Vidal,601
18/19,LaLiga,38,5/19/19,A,FC Barcelona,SD Eibar,Loss,CF,32,01:02:00,Left-footed shot,Ivan Rakitic,602
18/19,Copa del Rey,Final,5/25/19,H,FC Barcelona,Valencia CF,Win,CF,73,01:02:00,Left-footed shot,Clement Lenglet,603
19/20,LaLiga,8,10-06-2019,H,FC Barcelona,Sevilla FC,Win,RW,78,04:00:00,Direct free kick,NA,604
19/20,LaLiga,9,10/19/19,A,FC Barcelona,SD Eibar,Loss,RW,58,00:02:00,Left-footed shot,Antoine Griezmann,605
19/20,UEFA Champions League,Group Stage,10/23/19,A,FC Barcelona,SK Slavia Prague,Loss,RW,3,00:01:00,Left-footed shot,Arthur,606
19/20,LaLiga,11,10/29/19,H,FC Barcelona,Real Valladolid CF,Win,RW,34,03:01:00,Direct free kick,NA,607
19/20,LaLiga,11,10/29/19,H,FC Barcelona,Real Valladolid CF,Win,RW,75,04:01:00,Left-footed shot,Ivan Rakitic,608
19/20,LaLiga,12,11-02-2019,A,FC Barcelona,Levante UD,Loss,RW,38,00:01:00,Penalty,NA,609
19/20,LaLiga,13,11-09-2019,H,FC Barcelona,Celta de Vigo,Win,RW,23,01:00:00,Penalty,NA,610
19/20,LaLiga,13,11-09-2019,H,FC Barcelona,Celta de Vigo,Win,RW,45+1,02:01:00,Direct free kick,NA,611
19/20,LaLiga,13,11-09-2019,H,FC Barcelona,Celta de Vigo,Win,RW,48,03:01:00,Direct free kick,NA,612
19/20,UEFA Champions League,Group Stage,11/27/19,H,FC Barcelona,Borussia Dortmund,Win,RW,33,02:00:00,Left-footed shot,Luis Suarez,613
19/20,LaLiga,15,12-01-2019,A,FC Barcelona,Atletico de Madrid,Loss,RW,86,00:01:00,Left-footed shot,Luis Suarez,614
19/20,LaLiga,16,12-07-2019,H,FC Barcelona,RCD Mallorca,Win,RW,17,02:00:00,Left-footed shot,Antoine Griezmann,615
19/20,LaLiga,16,12-07-2019,H,FC Barcelona,RCD Mallorca,Win,RW,41,03:01:00,Left-footed shot,Ivan Rakitic,616
19/20,LaLiga,16,12-07-2019,H,FC Barcelona,RCD Mallorca,Win,RW,83,05:02:00,Left-footed shot,Luis Suarez,617
19/20,LaLiga,18,12/21/19,H,FC Barcelona,Deportivo Alaves,Win,RW,69,03:01:00,Left-footed shot,Luis Suarez,618
19/20,Supercopa,Semi-Finals,01-09-2020,H,FC Barcelona,Atletico de Madrid,Win,RW,51,01:01:00,Right-footed shot,Luis Suarez,619
19/20,LaLiga,20,1/19/20,H,FC Barcelona,Granada CF,Win,CF,76,01:00:00,Right-footed shot,Arturo Vidal,620
19/20,Copa del Rey,Round of 16,1/30/20,H,FC Barcelona,CD Leganes,Win,RW,59,03:00:00,Left-footed shot,Frenkie de Jong,621
19/20,Copa del Rey,Round of 16,1/30/20,H,FC Barcelona,CD Leganes,Win,RW,89,05:00:00,Left-footed shot,Ivan Rakitic,622
19/20,LaLiga,25,2/22/20,H,FC Barcelona,SD Eibar,Win,SS,14,01:00:00,Left-footed shot,Ivan Rakitic,623
19/20,LaLiga,25,2/22/20,H,FC Barcelona,SD Eibar,Win,SS,37,02:00:00,Left-footed shot,Arturo Vidal,624
19/20,LaLiga,25,2/22/20,H,FC Barcelona,SD Eibar,Win,SS,40,03:00:00,Left-footed shot,NA,625
19/20,LaLiga,25,2/22/20,H,FC Barcelona,SD Eibar,Win,SS,87,04:00:00,Left-footed shot,NA,626
19/20,LaLiga,27,03-07-2020,H,FC Barcelona,Real Sociedad,Win,CF,81,01:00:00,Penalty,NA,627
19/20,LaLiga,28,6/13/20,A,FC Barcelona,RCD Mallorca,Loss,RW,90+3,00:04:00,Right-footed shot,Luis Suarez,628
19/20,LaLiga,29,6/16/20,H,FC Barcelona,CD Leganes,Win,RW,69,02:00:00,Penalty,NA,629
19/20,LaLiga,33,6/30/20,H,FC Barcelona,Atletico de Madrid,Win,SS,50,02:01:00,Penalty,NA,630
19/20,LaLiga,37,7/16/20,H,FC Barcelona,CA Osasuna,Win,RW,62,01:01:00,Direct free kick,NA,631
19/20,LaLiga,38,7/19/20,A,FC Barcelona,Deportivo Alaves,Loss,RW,34,00:02:00,Left-footed shot,Riqui Puig,632
19/20,LaLiga,38,7/19/20,A,FC Barcelona,Deportivo Alaves,Loss,RW,75,00:05:00,Left-footed shot,Jordi Alba,633
19/20,UEFA Champions League,last 16,08-08-2020,H,FC Barcelona,SSC Napoli,Win,SS,23,02:00:00,Left-footed shot,NA,634
20/21,LaLiga,3,9/27/20,H,FC Barcelona,Villarreal CF,Win,CF,35,03:00:00,Penalty,NA,635
20/21,UEFA Champions League,Group Stage,10/20/20,H,FC Barcelona,Ferencvarosi TC,Win,CF,27,01:00:00,Penalty,NA,636
20/21,UEFA Champions League,Group Stage,10/28/20,A,FC Barcelona,Juventus FC,Loss,CF,90+1,00:02:00,Penalty,NA,637
20/21,UEFA Champions League,Group Stage,11-04-2020,H,FC Barcelona,Dynamo Kyiv,Win,RW,5,01:00:00,Penalty,NA,638
20/21,LaLiga,9,11-07-2020,H,FC Barcelona,Real Betis Balompie,Win,CF,61,03:01:00,Penalty,NA,639
20/21,LaLiga,9,11-07-2020,H,FC Barcelona,Real Betis Balompie,Win,CF,82,04:02:00,Left-footed shot,Sergi Roberto,640
20/21,LaLiga,11,11/29/20,H,FC Barcelona,CA Osasuna,Win,RW,73,04:00:00,Left-footed shot,Francisco TrincÃ£o,641
20/21,LaLiga,13,12/13/20,H,FC Barcelona,Levante UD,Win,CF,76,01:00:00,Left-footed shot,Frenkie de Jong,642
20/21,LaLiga,14,12/19/20,H,FC Barcelona,Valencia CF,Win,CF,45+4,01:01:00,Header,NA,643
20/21,LaLiga,15,12/22/20,A,FC Barcelona,Real Valladolid CF,Loss,AM,65,00:03:00,Left-footed shot,Pedri,644
20/21,LaLiga,2,01-06-2021,A,FC Barcelona,Athletic Bilbao,Loss,CF,38,01:02:00,Left-footed shot,Pedri,645
20/21,LaLiga,2,01-06-2021,A,FC Barcelona,Athletic Bilbao,Loss,CF,62,01:03:00,Left-footed shot,Antoine Griezmann,646
20/21,LaLiga,18,01-09-2021,A,FC Barcelona,Granada CF,Loss,CF,35,00:02:00,Left-footed shot,Antoine Griezmann,647
20/21,LaLiga,18,01-09-2021,A,FC Barcelona,Granada CF,Loss,CF,42,00:03:00,Direct free kick,NA,648
20/21,Copa del Rey,Round of 16,1/27/21,A,FC Barcelona,Rayo Vallecano,Loss,CF,69,01:01:00,Left-footed shot,Antoine Griezmann,649
20/21,LaLiga,21,1/31/21,H,FC Barcelona,Athletic Bilbao,Win,CF,20,01:00:00,Direct free kick,NA,650
20/21,LaLiga,22,02-07-2021,A,FC Barcelona,Real Betis Balompie,Loss,CF,59,01:01:00,Left-footed shot,Ousmane Dembele,651
20/21,LaLiga,23,2/13/21,H,FC Barcelona,Deportivo Alaves,Win,CF,45+1,02:00:00,Left-footed shot,Sergio Busquets,652
20/21,LaLiga,23,2/13/21,H,FC Barcelona,Deportivo Alaves,Win,CF,75,04:01:00,Left-footed shot,Antoine Griezmann,653
20/21,UEFA Champions League,last 16,2/16/21,H,FC Barcelona,Paris Saint-Germain,Win,CF,27,01:00:00,Penalty,NA,654
20/21,LaLiga,24,2/21/21,H,FC Barcelona,Cadiz CF,Win,CF,32,01:00:00,Penalty,NA,655
20/21,LaLiga,1,2/24/21,H,FC Barcelona,Elche CF,Win,CF,48,01:00:00,Left-footed shot,Martin Braithwaite,656
20/21,LaLiga,1,2/24/21,H,FC Barcelona,Elche CF,Win,CF,68,02:00:00,Left-footed shot,Frenkie de Jong,657
20/21,LaLiga,25,2/27/21,A,FC Barcelona,Sevilla FC,Loss,CF,85,00:02:00,Right-footed shot,Ilaix Moriba,658
20/21,UEFA Champions League,last 16,03-10-2021,A,FC Barcelona,Paris Saint-Germain,Loss,SS,37,01:01:00,Long distance kick,Pedri,659
20/21,LaLiga,27,3/15/21,H,FC Barcelona,SD Huesca,Win,SS,13,01:00:00,Left-footed shot,Sergio Busquets,660
20/21,LaLiga,27,3/15/21,H,FC Barcelona,SD Huesca,Win,SS,90,04:01:00,Left-footed shot,Francisco TrincÃ£o,661
20/21,LaLiga,28,3/21/21,A,FC Barcelona,Real Sociedad,Loss,SS,56,00:04:00,Left-footed shot,Sergio Busquets,662
20/21,LaLiga,28,3/21/21,A,FC Barcelona,Real Sociedad,Loss,SS,89,01:06:00,Left-footed shot,Jordi Alba,663
20/21,Copa del Rey,Final,4/17/21,A,FC Barcelona,Athletic Bilbao,Loss,CF,68,00:03:00,Left-footed shot,Frenkie de Jong,664
20/21,Copa del Rey,Final,4/17/21,A,FC Barcelona,Athletic Bilbao,Loss,CF,72,00:04:00,Left-footed shot,Jordi Alba,665
20/21,LaLiga,31,4/22/21,H,FC Barcelona,Getafe CF,Win,CF,8,01:00:00,Left-footed shot,Sergio Busquets,666
20/21,LaLiga,31,4/22/21,H,FC Barcelona,Getafe CF,Win,CF,33,03:01:00,Left-footed shot,NA,667
20/21,LaLiga,33,4/29/21,H,FC Barcelona,Granada CF,Win,CF,23,01:00:00,Left-footed shot,Antoine Griezmann,668
20/21,LaLiga,34,05-02-2021,A,FC Barcelona,Valencia CF,Loss,CF,57,01:01:00,Left-footed shot,NA,669
20/21,LaLiga,34,05-02-2021,A,FC Barcelona,Valencia CF,Loss,CF,69,01:03:00,Direct free kick,NA,670
20/21,LaLiga,36,05-11-2021,A,FC Barcelona,Levante UD,Loss,SS,25,00:01:00,Left-footed shot,NA,671
20/21,LaLiga,37,5/16/21,H,FC Barcelona,Celta de Vigo,Win,SS,28,01:00:00,Header,Sergio Busquets,672
21/22,UEFA Champions League,Group Stage,9/28/21,H,Paris Saint-Germain,Manchester City,Win,RW,74,02:00:00,Left-footed shot,Kylian Mbappe,673
21/22,UEFA Champions League,Group Stage,10/19/21,H,Paris Saint-Germain,RB Leipzig,Win,RW,67,02:02:00,Left-footed shot,Kylian Mbappe,674
21/22,UEFA Champions League,Group Stage,10/19/21,H,Paris Saint-Germain,RB Leipzig,Win,RW,74,03:02:00,Penalty,NA,675
21/22,Ligue 1,14,11/20/21,H,Paris Saint-Germain,FC Nantes,Win,RW,87,03:01:00,Left-footed shot,Kylian Mbappe,676
21/22,UEFA Champions League,Group Stage,12-07-2021,H,Paris Saint-Germain,Club Brugge KV,Win,CF,38,03:00:00,Left-footed shot,Kylian Mbappe,677
21/22,UEFA Champions League,Group Stage,12-07-2021,H,Paris Saint-Germain,Club Brugge KV,Win,CF,76,04:01:00,Penalty,NA,678
21/22,Ligue 1,23,02-06-2022,A,Paris Saint-Germain,LOSC Lille,Loss,CF,38,01:03:00,Left-footed shot,NA,679
21/22,Ligue 1,30,04-03-2022,H,Paris Saint-Germain,FC Lorient,Win,RW,73,04:01:00,Left-footed shot,Kylian Mbappe,680
21/22,Ligue 1,34,4/23/22,H,Paris Saint-Germain,RC Lens,Win,RW,68,01:00:00,Left-footed shot,Neymar,681
21/22,Ligue 1,37,5/14/22,A,Paris Saint-Germain,Montpellier,Loss,CF,6,00:01:00,Left-footed shot,Kylian Mbappé,682
21/22,Ligue 1,37,5/14/22,A,Paris Saint-Germain,Montpellier,Loss,CF,20,00:02:00,Left-footed shot,Kylian Mbappé,683
21/22,Trophée des Champions,Final,7/31/22,H,Paris Saint-Germain,FC Nantes,Win,CF,22,01:00:00,Right-footed shot,NA,684
21/22,Ligue 1,1,08-06-2022,A,Paris Saint-Germain,Clermont Foot,Loss,CF,80,00:04:00,Left-footed shot,Neymar,685
21/22,Ligue 1,1,08-06-2022,A,Paris Saint-Germain,Clermont Foot,Loss,CF,86,00:05:00,Left-footed shot,Leandro Paredes,686
22/23,Troph�e des Champions,Final,7/31/22,H,Paris Saint-Germain,FC Nantes,Win,CF,22,01:00:00,Right-footed shot,NA,687
22/23,Ligue 1,1,08-06-2022,A,Paris Saint-Germain,Clermont Foot,Loss,CF,80,00:04:00,Left-footed shot,Neymar,688
22/23,Ligue 1,1,08-06-2022,A,Paris Saint-Germain,Clermont Foot,Loss,CF,86,00:05:00,Left-footed shot,Leandro Paredes,689
22/23,Ligue 1,3,8/21/22,A,Paris Saint-Germain,LOSC Lille,Loss,AM,27,00:02:00,Right-footed shot,Nuno Mendes,690
22/23,Champions League,Group Stage,9/14/22,A,Paris Saint-Germain,Maccabi Haifa,Loss,SS,37,01:01:00,Left-footed shot,NA,691
22/23,Ligue 1,8,9/18/22,A,Paris Saint-Germain,Olympique Lyon,Loss,AM,5,00:01:00,Left-footed shot,Neymar,692
22/23,Ligue 1,9,10-01-2022,H,Paris Saint-Germain,OGC Nice,Win,AM,28,01:00:00,Direct free kick,NA,693
22/23,UEFA Champions League,Group Stage,10-05-2022,A,Paris Saint-Germain,SL Benfica,Loss,AM,22,00:01:00,Left-footed shot,Neymar,694
22/23,Ligue 1,12,10/21/22,A,Paris Saint-Germain,AC Ajaccio,Loss,CF,78,00:02:00,Left-footed shot,Kylian Mbappe,695
22/23,UEFA Champions League,Group Stage,10/25/22,H,Paris Saint-Germain,Maccabi Haifa,Win,SS,19,01:00:00,Left-footed shot,Kylian Mbappe,696
22/23,UEFA Champions League,Group Stage,10/25/22,H,Paris Saint-Germain,Maccabi Haifa,Win,SS,44,04:01:00,Left-footed shot,Kylian Mbappe,697
22/23,Ligue 1,13,10/29/22,H,Paris Saint-Germain,ESTAC Troyes,Win,RW,55,02:02:00,Left-footed shot,Sergio Ramos,698
22/23,Ligue 1,18,01-11-2023,H,Paris Saint-Germain,Angers SCO,Win,AM,72,02:00:00,Right-footed shot,Nordi Mukiele,699
22/23,Ligue 1,21,02-01-2023,A,Paris Saint-Germain,Montpellier HSC,Loss,SS,72,00:02:00,Left-footed shot,Fabián Ruiz,700
22/23,Ligue 1,22,02-04-2023,H,Paris Saint-Germain,FC Toulouse,Win,SS,58,02:01:00,Left-footed shot,Achraf Hakimi,701
22/23,Ligue 1,24,2/19/23,H,Paris Saint-Germain,LOSC Lille,Win,CF,90+5,04:03:00,Direct free kick,NA,702
22/23,Ligue 1,25,2/26/23,A,Paris Saint-Germain,Olympique Marseille,Loss,CF,29,00:02:00,Right-footed shot,Kylian Mbappé,703
22/23,Ligue 1,26,03-04-2023,H,Paris Saint-Germain,FC Nantes,Win,CF,12,01:00:00,Left-footed shot,NA,704
